row_idx	col_idx	intensity
13	20	2.39171185489903
14	1	1.61553685291257
14	2	1.36994058454888
14	3	1.67118902439024
14	4	1.70752532561505
14	5	1.49109518130709
14	6	1.57465310724372
14	7	1.48893360160966
14	8	1.21370018207566
14	9	1.69001006136666
14	10	1.42663391497218
14	11	1.50319337739065
14	12	1.66754425047592
14	13	1.47045407875708
14	14	1.63555978426678
14	15	1.52865877610972
14	16	1.58620689655172
14	17	1.53987678620288
14	18	1.73073282793476
14	19	1.38895985481839
14	20	1.43396511935838
15	1	2.07447763953826
15	2	1.71359279097032
15	3	2.16733794361274
15	4	2.28376592334299
15	5	2.02495807540217
15	6	1.88258132061479
15	7	2.51584835301429
15	8	2.38142108820548
15	9	2.46858216594450
15	10	2.15600244230829
15	11	2.43202752459709
15	12	2.19703042962796
15	13	2.24299103571020
15	14	2.27484568057653
15	15	1.84292342349062
15	16	2.01490877769948
15	17	2.76795650376777
15	18	2.06384198332895
15	19	1.58812117931019
15	20	2.08035381137376
16	1	1.54359444469909
16	2	1.19698250397637
16	3	1.59783301465902
16	4	2.02529872052448
16	5	1.51622958421351
16	6	1.60640683529397
16	7	1.89657857443197
16	8	2.16875891583452
16	9	1.78278269663163
16	10	1.62314304112887
16	11	1.60786750202032
16	12	2.00447398027263
16	13	1.36124032876184
16	14	1.69755412645954
16	15	1.60235557438856
16	16	1.82614749453574
16	17	1.67272999719853
16	18	1.74835162379026
16	19	1.40884928282267
16	20	1.60397543241899
17	1	1.99030921345957
17	2	1.67523717328170
17	3	2.09818098038355
17	4	2.48366606170599
17	5	1.98444087268128
17	6	1.78160219812764
17	7	2.54196400520623
17	8	2.00202115475308
17	9	2.36336336336336
17	10	2.03621342628280
17	11	2.15428542097091
17	12	2.48274819418780
17	13	1.92486489489180
17	14	2.17687515826792
17	15	1.82569138070142
17	16	1.68964378957477
17	17	2.27006341083547
17	18	1.79848465821089
17	19	1.63605855345782
17	20	2.02738303958660
18	1	2.09521636157300
18	2	1.93145094709032
18	3	2.34482199247307
18	4	2.44362923550826
18	5	2.02324347624258
18	6	2.03130312609765
18	7	2.46636612298653
18	8	2.47545578798619
18	9	2.62459981572002
18	10	2.15229978480640
18	11	2.28050531483754
18	12	2.42488745623298
18	13	2.25147203140334
18	14	2.22595959880279
18	15	2.19180149090963
18	16	2.21726239229434
18	17	2.61352490226938
18	18	1.99215928343468
18	19	1.62584801921083
18	20	2.08385027640630
19	1	2.27448410981909
19	2	1.93431263858093
19	3	2.53503367931539
19	4	2.58277729571228
19	5	2.16077193147812
19	6	2.34044721364933
19	7	2.52868026636474
19	8	2.86283429248477
19	9	2.42130378853894
19	10	2.43677834642711
19	11	2.38424174807478
19	12	2.62256182779364
19	13	2.23553215424036
19	14	2.34292125469849
19	15	2.16951366887677
19	16	2.25687593911282
19	17	2.87542228298327
19	18	2.31495289046155
19	19	1.77001820756626
19	20	2.09361152141802
20	1	2.32406990135697
20	2	2.02297109214302
20	3	2.32253182992183
20	4	2.49595903510395
20	5	2.09247040991463
20	6	2.06284724727614
20	7	2.52104284398866
20	8	2.74858969920371
20	9	2.24477636415814
20	10	2.30835978835979
20	11	2.28461301264261
20	12	2.55184349599777
20	13	2.38215466700746
20	14	2.34510851160586
20	15	2.11680907230666
20	16	2.26868101661944
20	17	2.60627208095259
20	18	2.23623711049755
20	19	1.77400215749730
20	20	2.04799612152553
21	1	2.18230884557721
21	2	2.04746593612573
21	3	2.35770218708696
21	4	2.50240119410734
21	5	2.13996260118594
21	6	2.25264705882353
21	7	2.61694294721855
21	8	2.68323345492444
21	9	2.27925002887466
21	10	2.46096819967981
21	11	2.50419433764418
21	12	2.45300019170554
21	13	2.24676200867907
21	14	2.24740383367228
21	15	2.10838813852959
21	16	2.23070942662779
21	17	2.78664987405542
21	18	2.10383151008151
21	19	1.92917786594991
21	20	2.08156550775879
22	1	2.14989588910703
22	2	1.97723434048880
22	3	2.28141206202122
22	4	2.69218055054694
22	5	1.90323309970608
22	6	1.94040948602235
22	7	2.45569845975526
22	8	2.58289513448172
22	9	2.48985871017368
22	10	2.31614157326063
22	11	2.28233579780944
22	12	2.70526951532538
22	13	2.12833692317734
22	14	2.05945440149716
22	15	1.92631108129263
22	16	2.31102687033114
22	17	2.66073414905451
22	18	1.87025595763460
22	19	1.98772003413512
22	20	2.21644400194494
23	1	2.25835139481228
23	2	2.16107131835827
23	3	2.26134171294943
23	4	3.20221272866689
23	5	2.15473684210526
23	6	2.10715853480092
23	7	2.56539582013933
23	8	2.57791537667699
23	9	2.56347589952478
23	10	2.38241131110475
23	11	2.46138052991248
23	12	3.16089385474860
23	13	2.07075097070244
23	14	2.16659035002715
23	15	2.21656110632238
23	16	2.32622386627022
23	17	2.57221664994985
23	18	2.42430259386143
23	19	2.18431502316347
23	20	2.14304301646309
24	1	2.14317506681371
24	2	2.10695946826535
24	3	2.00084237237019
24	4	2.60827725014152
24	5	2.24842064129562
24	6	2.24457587913214
24	7	2.73915343915344
24	8	2.48236862301571
24	9	2.45365053322395
24	10	2.16251354279523
24	11	2.40192445817610
24	12	2.62171645329540
24	13	1.98648398444732
24	14	2.17181975959375
24	15	1.93927849691409
24	16	2.28601452824029
24	17	2.50781287423716
24	18	2.23022890567998
24	19	2.04385305177900
24	20	2.08240081383520
25	1	2.35131030332555
25	2	2.11384043099025
25	3	2.39420708920936
25	4	2.71669779604034
25	5	2.28782194550873
25	6	2.18673388085315
25	7	2.64393118907891
25	8	2.58819981474700
25	9	2.98651419391659
25	10	2.50970976412673
25	11	2.71745164756447
25	12	2.70588235294118
25	13	2.20485195190423
25	14	2.16240773491194
25	15	2.05906289966283
25	16	2.41281811661922
25	17	2.55909049339247
25	18	2.15106582651830
25	19	2.28817439075926
25	20	2.23246460372446
26	1	1.97649683053774
26	2	2.05963080091197
26	3	2.03922741007271
26	4	2.70113796541410
26	5	2.33681776463998
26	6	2.15762900131273
26	7	2.54497159460514
26	8	2.50479858839731
26	9	2.42550248028617
26	10	2.36070692793067
26	11	2.64442395552375
26	12	2.66161529188910
26	13	2.31343363266526
26	14	2.06569573408050
26	15	2.00895612133487
26	16	2.30086120818772
26	17	2.49663155897144
26	18	2.24632227612430
26	19	2.04687575586552
26	20	2.15273204591973
27	1	2.23693819292306
27	2	2.09725226075218
27	3	2.18336671040214
27	4	2.55378430828944
27	5	2.38176522829380
27	6	2.02607136558697
27	7	2.67158018867925
27	8	2.41997815103100
27	9	2.29489472663405
27	10	2.45139649122807
27	11	2.74297127523327
27	12	2.46896177825969
27	13	2.22694994976710
27	14	2.29452197894033
27	15	2.21286009079653
27	16	2.06910777693397
27	17	2.61873716741105
27	18	2.04461906388794
27	19	2.25692086034784
27	20	1.99133348987128
28	1	2.05758354755784
28	2	2.02435539562635
28	3	2.21219633118493
28	4	2.27737582310381
28	5	1.84589378143909
28	6	1.95291320507215
28	7	2.25237580159159
28	8	2.27584657718875
28	9	2.12770655505388
28	10	2.08639436547310
28	11	2.18285056723080
28	12	2.21805225653207
28	13	1.99935419907041
28	14	1.96764192522575
28	15	2.12411971830986
28	16	2.00979203581087
28	17	2.39441174506568
28	18	1.95734018911499
28	19	1.95475486488345
28	20	2.13570097999514
29	1	2.12254347709040
29	2	2.03472896376789
29	3	2.28815382854527
29	4	2.36902859172438
29	5	1.94282299033768
29	6	1.85825239621709
29	7	2.61062911756519
29	8	2.25839546426866
29	9	2.43946357601190
29	10	2.40245775729647
29	11	2.46153025128080
29	12	2.35265070015167
29	13	2.09948505301588
29	14	2.17021003824705
29	15	1.93176054458089
29	16	2.10616940927857
29	17	2.37344801563098
29	18	2.07480785401331
29	19	2.03632059519784
29	20	2.02972707027811
30	1	2.11138060649159
30	2	2.03920021047093
30	3	2.25074707373645
30	4	2.51844445128142
30	5	1.92235640714254
30	6	1.85272444661927
30	7	2.56562185719075
30	8	2.18571059585544
30	9	2.21602515111513
30	10	2.26856015210359
30	11	2.46821223709369
30	12	2.53325287036177
30	13	2.18277769208735
30	14	2.13659775192758
30	15	2.08594402502334
30	16	2.02326035202748
30	17	2.41708522317941
30	18	1.91320961427980
30	19	1.91748122963593
30	20	2.25989056410660
31	1	2.30462589168150
31	2	1.97136062861869
31	3	2.14150546186054
31	4	2.36869035090903
31	5	2.09674700381931
31	6	2.20115143667098
31	7	3.07134488650232
31	8	2.24253097418473
31	9	2.54651753940010
31	10	2.27124723767228
31	11	2.72458083630732
31	12	2.36834657668445
31	13	2.33744212392868
31	14	2.11938679737199
31	15	1.85193503511389
31	16	2.33565390353058
31	17	2.40478004487815
31	18	2.27376040641931
31	19	2.15589221119703
31	20	1.89906155875837
32	1	2.27768078281700
32	2	2.09377350381433
32	3	2.14567600487211
32	4	2.37336652146858
32	5	2.17745474811039
32	6	2.18537122012651
32	7	2.44310042030902
32	8	2.47377118558675
32	9	2.83031029536031
32	10	2.38912204412533
32	11	2.74487735792202
32	12	2.36587733966233
32	13	2.38381786495277
32	14	2.30954933530856
32	15	2.26051335552862
32	16	2.46556429278942
32	17	2.79236419110738
32	18	2.22411460816016
32	19	1.86096811690468
32	20	2.30873608382449
33	1	2.55326866840314
33	2	1.97727479044997
33	3	2.15986817484940
33	4	2.50348432055749
33	5	2.41153165796822
33	6	2.08741648106904
33	7	2.91457406467409
33	8	2.44532748065150
33	9	3.47003683317469
33	10	2.27452607126561
33	11	2.49859826184469
33	12	2.50718755926418
33	13	2.13652686496375
33	14	2.39849737039820
33	15	2.13260180025718
33	16	2.22478897217034
33	17	2.44503186320212
33	18	2.11842962795047
33	19	2.00164936450956
33	20	2.04883751564249
34	1	2.23045140688245
34	2	2.21449912378982
34	3	2.05936865839910
34	4	2.55269987744215
34	5	2.19694866404897
34	6	2.03888575386036
34	7	2.45179977224340
34	8	2.22577629653715
34	9	2.05569948186529
34	10	2.44356451247501
34	11	2.50237559004103
34	12	2.53990272023059
34	13	2.05204256943782
34	14	2.24004286300862
34	15	2.01995370370370
34	16	2.14179193938958
34	17	2.58984830805134
34	18	1.97228363167802
34	19	1.85456922853407
34	20	2.07897897897898
35	1	2.30023960829253
35	2	2.14640294169978
35	3	2.00607699873542
35	4	2.55750591467603
35	5	2.12389894492305
35	6	2.07648166728274
35	7	2.55972723203707
35	8	2.20103785873356
35	9	2.18593398997754
35	10	2.09699179965006
35	11	2.48611590474099
35	12	2.55049851586879
35	13	1.81817245404812
35	14	2.48863909462323
35	15	2.00703910614525
35	16	2.15866097711248
35	17	2.71072028023061
35	18	2.02264252179745
35	19	2.09748917162967
35	20	1.93753519804768
36	1	2.11227363637601
36	2	2.16229102356429
36	3	2.08013167583489
36	4	2.50095580793883
36	5	2.24111709652846
36	6	1.79957762439477
36	7	2.73928742101630
36	8	2.25291859907245
36	9	2.60599182145828
36	10	2.05704566030489
36	11	2.51434089811685
36	12	2.43168482816429
36	13	1.81387754132624
36	14	2.02108963093146
36	15	1.82097075565984
36	16	2.01715830775173
36	17	2.59759562156629
36	18	2.25019033922680
36	19	1.77295457113798
36	20	1.72209803424515
37	1	1.96511191175039
37	2	1.94561723830937
37	3	2.16209273590427
37	4	2.42086330935252
37	5	2.31526871414678
37	6	1.86609103427742
37	7	2.57235628958551
37	8	2.21612595419847
37	9	2.20728954878663
37	10	1.89491116847620
37	11	2.32069672131148
37	12	2.45914830896706
37	13	1.67181136853633
37	14	2.16226461362406
37	15	2.11992882562278
37	16	2.04540707865588
37	17	2.19987868070406
37	18	1.96813000378570
37	19	1.92159687210618
37	20	1.99768999769000
38	1	1.89197516754592
38	2	1.81087784183618
38	3	1.63339760237140
38	4	1.99508226267412
38	5	1.74491984441456
38	6	1.86437880104257
38	7	1.81529825510618
38	8	2.15777988445096
38	9	1.89634925259407
38	10	1.87135320942661
38	11	1.90208718906904
38	12	2.02389139807021
38	13	1.96024178916577
38	14	2.04436563712204
38	15	1.93732607930216
38	16	1.99641100624751
38	17	1.99615281492982
38	18	1.96658103167074
38	19	1.56311182706064
38	20	1.86295447442442
39	1	1.89960563380282
39	2	1.68175314507856
39	3	2.05224821403558
39	4	2.50801078086397
39	5	2.21754084264832
39	6	2.02916540212443
39	7	2.01577287066246
39	8	2.22493630444453
39	9	3.22079955943346
39	10	2.14008142412389
39	11	2.17634615116975
39	12	2.52473904359950
39	13	2.11279228082638
39	14	2.06775575275633
39	15	1.76913231591102
39	16	1.90695587924847
39	17	2.42339420834045
39	18	2.11197185096904
39	19	1.63946624597384
39	20	2.06049959959701
40	1	2.04611388973949
40	2	1.86113886113886
40	3	2.06494887900601
40	4	2.21416162463308
40	5	1.97968443613480
40	6	1.90141969573801
40	7	2.23698361215432
40	8	1.87104022706922
40	9	2.18462666247775
40	10	1.99113367520867
40	11	1.87417506421656
40	12	2.20926479378362
40	13	1.83924250571313
40	14	2.05945115334196
40	15	1.90114645073323
40	16	1.81769196228110
40	17	2.22063023832935
40	18	1.80288508557457
40	19	1.66141210925065
40	20	2.01001627644923
41	1	1.74552642799003
41	2	1.77390429798733
41	3	2.17874708188844
41	4	2.32396287175601
41	5	2.18990682608870
41	6	1.92379324082066
41	7	2.28307346887863
41	8	2.02771790014588
41	9	2.07056034369843
41	10	1.96687211093991
41	11	2.05852148735576
41	12	2.37219730941704
41	13	2.04768537184327
41	14	2.19601793574396
41	15	2.17603677324847
41	16	1.91531528098024
41	17	2.40492055356228
41	18	1.93990051493005
41	19	1.85881361470856
41	20	1.99622867249272
42	1	1.78866707258618
42	2	2.04245765540708
42	3	1.98135188142369
42	4	2.31211902055998
42	5	2.09634913973982
42	6	1.78073751361444
42	7	2.32798136722912
42	8	2.20422104849622
42	9	2.64785636351967
42	10	2.13254219549619
42	11	1.87027894842464
42	12	2.30189261468834
42	13	1.94219943146982
42	14	1.94796217930466
42	15	1.85622482953141
42	16	1.89572649572650
42	17	2.37042535527665
42	18	2.13785976010773
42	19	1.86218431440937
42	20	1.82572833900870
43	1	2.50224622600998
43	2	2.17701786118019
43	3	1.97428079489203
43	4	2.70529077393966
43	5	2.26986959301720
43	6	1.97563660013007
43	7	2.40810771399407
43	8	2.23483888486604
43	9	2.40362880746034
43	10	2.28705798506659
43	11	2.08076986593403
43	12	2.59739714525609
43	13	1.96748691822163
43	14	2.27476741471873
43	15	2.16291797370353
43	16	2.03056928075673
43	17	2.62969918725512
43	18	2.40222592807425
43	19	1.90737729504444
43	20	2.14919651619235
44	1	1.76369516347431
44	2	1.84574921359663
44	3	2.07712536023055
44	4	2.41055659887322
44	5	2.03039504929121
44	6	1.93516663631397
44	7	2.48270839088831
44	8	2.18130440163360
44	9	2.34354952663558
44	10	2.51994655468601
44	11	1.80434817463244
44	12	2.35599871856479
44	13	1.97377105732191
44	14	2.10017565821354
44	15	1.83663323030268
44	16	1.85177749125069
44	17	2.48202645006769
44	18	2.33559315905557
44	19	1.75932905229445
44	20	1.75347921840589
45	1	2.12319527286917
45	2	1.91355061157241
45	3	2.13770056822449
45	4	2.41935742007762
45	5	2.09969009760477
45	6	1.97831374483357
45	7	2.83081778265642
45	8	2.12323572310109
45	9	2.43162020096956
45	10	2.40782206140584
45	11	2.17566053362348
45	12	2.44459268243380
45	13	2.01802729848056
45	14	2.22037037037037
45	15	1.96077328533779
45	16	2.69637910565888
45	17	2.33811992378357
45	18	2.30393587318743
45	19	1.89197817290917
45	20	1.86282145295471
46	1	2.28184750531878
46	2	2.17713817596931
46	3	2.26087581965739
46	4	2.26641470537708
46	5	2.05203432420873
46	6	1.79309866481706
46	7	2.66220200909591
46	8	2.22711784999361
46	9	2.26235164688625
46	10	2.16258484889715
46	11	2.19090711746669
46	12	2.26968998382824
46	13	2.19197780020182
46	14	1.94623152348895
46	15	1.90567568323589
46	16	2.15593645484950
46	17	2.84697137303959
46	18	2.13841712858838
46	19	1.94835028777941
46	20	2.11798062929693
47	1	2.23493150684932
47	2	2.20936219877795
47	3	2.46687221201784
47	4	2.47667030116179
47	5	2.44162578219102
47	6	2.22869719958790
47	7	2.71405116254436
47	8	2.08325797564720
47	9	2.45460414696035
47	10	2.64372416793561
47	11	2.23350384041820
47	12	2.51631644471272
47	13	2.43223568554810
47	14	2.32422314911366
47	15	1.89149480605311
47	16	2.05743499853929
47	17	2.53478148167349
47	18	2.26441525131123
47	19	2.09148776341280
47	20	2.13119767234725
48	1	1.93338451153495
48	2	1.88020710755472
48	3	2.10596509694628
48	4	2.55321546805663
48	5	2.31179707744504
48	6	1.98267946257198
48	7	2.53785169438539
48	8	2.30726940883191
48	9	2.25417284172393
48	10	2.24962628193986
48	11	1.95612134344529
48	12	2.64654582147104
48	13	2.03710277906733
48	14	2.32236974857742
48	15	1.71935433451270
48	16	1.93479822775715
48	17	2.66778450775438
48	18	2.19054605766777
48	19	1.93377205916590
48	20	1.75117407844681
49	1	2.40624193572871
49	2	2.19713071200850
49	3	2.28207761531253
49	4	2.59087767795439
49	5	2.29538788459236
49	6	1.98758265610015
49	7	2.99174251921295
49	8	2.68401450792337
49	9	2.62882207106986
49	10	2.42199707428076
49	11	2.44633687769580
49	12	2.44808611479295
49	13	2.05631736124746
49	14	2.37512057246686
49	15	1.91307647590751
49	16	1.93218187493497
49	17	2.62866220774287
49	18	2.24631118744633
49	19	2.21046701594276
49	20	2.13888810775850
50	1	1.86912305199510
50	2	1.73030765401638
50	3	1.99245126607717
50	4	2.03274707483994
50	5	1.97971971717685
50	6	1.95254920142608
50	7	2.54630393696595
50	8	2.24603373413494
50	9	2.11189003436426
50	10	1.98547446883063
50	11	2.11504095309010
50	12	2.08066595454713
50	13	1.88838109746422
50	14	2.22000532874242
50	15	1.93900450322407
50	16	1.72500000000000
50	17	2.10537042256575
50	18	1.72580258575719
50	19	1.88053303031868
50	20	1.88791979132703
51	1	2.07545578606805
51	2	2.00465442489161
51	3	2.02346507925521
51	4	2.30000000000000
51	5	2.28661585115974
51	6	1.82630603498205
51	7	2.55526405840082
51	8	2.23725167078641
51	9	2.22669073077709
51	10	2.22201686884640
51	11	2.22515223105846
51	12	2.25866376531270
51	13	1.94434451924559
51	14	2.17132591958939
51	15	1.87546858341645
51	16	1.84799591002045
51	17	2.29622193830991
51	18	2.23520521050827
51	19	1.93027371638879
51	20	2.24357641013092
52	1	1.44962260634580
52	2	1.30014710563217
52	3	1.42324613725509
52	4	1.63025968168052
52	5	1.53802011968755
52	6	1.36662329212752
52	7	1.76492775728095
52	8	1.80746289639106
52	9	1.58265410255391
52	10	1.51282655931547
52	11	1.56442566170389
52	12	1.58331450701953
52	13	1.28697506418904
52	14	1.55543749267917
52	15	1.37891670798215
52	16	1.53206642981079
52	17	1.71551980429298
52	18	1.47218091316905
52	19	1.51791545787323
52	20	1.61879847508873
53	1	1.61468967639079
53	2	1.82314681100258
53	3	1.67773451847499
53	4	1.76987767584098
53	5	2.11211088231732
53	6	1.80116436827011
53	7	2.23252721682041
53	8	2.20598464317977
53	9	2.10261975593467
53	10	1.83360392989468
53	11	1.71578559587401
53	12	1.77005418702836
53	13	1.78781738967488
53	14	1.91150855035918
53	15	1.81035933753593
53	16	1.74766960378358
53	17	1.83828318926817
53	18	1.82506288589069
53	19	1.79644695669728
53	20	2.02366606170599
54	1	1.55656997266382
54	2	1.75426772145311
54	3	1.81054374827491
54	4	2.25473417909892
54	5	1.90000834097923
54	6	1.72157045369060
54	7	2.11011801025743
54	8	2.33763254605463
54	9	2.08813306481689
54	10	1.94281655710086
54	11	2.30810883757022
54	12	2.23890797591341
54	13	1.84412395244592
54	14	1.73100714809384
54	15	1.83570036661492
54	16	1.89039077514414
54	17	1.74402016648699
54	18	1.67081524520080
54	19	1.69565048241519
54	20	1.98105676049838
55	1	1.88951403902190
55	2	2.12145292420666
55	3	2.06458225872581
55	4	2.27428765009222
55	5	2.27437157800829
55	6	1.91362848822207
55	7	2.43087023686921
55	8	2.07250320102433
55	9	2.41593917206421
55	10	2.20792047898132
55	11	2.30433485157845
55	12	2.25429668568020
55	13	2.29750839229113
55	14	1.90691456356683
55	15	1.92960721056308
55	16	2.02668087460809
55	17	1.86603906873887
55	18	1.80877891833921
55	19	1.94000664976518
55	20	1.95053572679101
56	1	1.78232620129947
56	2	2.14715414094365
56	3	1.90932389230891
56	4	2.38701315746301
56	5	2.18346325167038
56	6	1.86923509561305
56	7	2.56765861875351
56	8	2.16045808402496
56	9	2.60713268116630
56	10	1.91145808502185
56	11	2.33319283811579
56	12	2.33312950129094
56	13	2.20419580419580
56	14	1.82236610147761
56	15	1.88567103779559
56	16	1.89227251573218
56	17	2.24087013843111
56	18	1.90911813594094
56	19	1.73780302454594
56	20	1.79954965631666
57	1	2.17223046648171
57	2	2.40740980633461
57	3	2.10777938342967
57	4	2.62278764602336
57	5	2.47524822947436
57	6	1.88219389064773
57	7	2.62657528744289
57	8	2.55891077072696
57	9	2.42912951824705
57	10	2.27901562706177
57	11	2.40678682537536
57	12	2.63637241024321
57	13	2.39682935617084
57	14	2.30758919364818
57	15	2.09083820662768
57	16	2.08493966145622
57	17	1.81121361227487
57	18	2.07220425976135
57	19	2.01666371907485
57	20	2.20271389865425
